group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m180224_t1_p8,,,172859790.0,ns,2
argon2id,verify,m180224_t1_p8,,,345284545.0,ns,4
argon2id,verify,m180224_t1_p8,,,518277986.0,ns,6
argon2id,verify,m180224_t1_p8,,,695164000.0,ns,8
argon2id,verify,m180224_t1_p8,,,866913708.0,ns,10
argon2id,verify,m180224_t1_p8,,,1031491171.0,ns,12
argon2id,verify,m180224_t1_p8,,,1204905011.0,ns,14
argon2id,verify,m180224_t1_p8,,,1378395214.0,ns,16
argon2id,verify,m180224_t1_p8,,,1556832819.0,ns,18
argon2id,verify,m180224_t1_p8,,,1765731988.0,ns,20
