group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m458752_t3_p4,,,613234192.0,ns,1
argon2id,hash,m458752_t3_p4,,,616349486.0,ns,1
argon2id,hash,m458752_t3_p4,,,618348487.0,ns,1
argon2id,hash,m458752_t3_p4,,,620169434.0,ns,1
argon2id,hash,m458752_t3_p4,,,641954815.0,ns,1
argon2id,hash,m458752_t3_p4,,,660185137.0,ns,1
argon2id,hash,m458752_t3_p4,,,653602428.0,ns,1
argon2id,hash,m458752_t3_p4,,,644580034.0,ns,1
argon2id,hash,m458752_t3_p4,,,646913262.0,ns,1
argon2id,hash,m458752_t3_p4,,,649312233.0,ns,1
