group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m409600_t2_p1,,,614989279.0,ns,1
argon2id,hash,m409600_t2_p1,,,692361178.0,ns,1
argon2id,hash,m409600_t2_p1,,,675611522.0,ns,1
argon2id,hash,m409600_t2_p1,,,821640260.0,ns,1
argon2id,hash,m409600_t2_p1,,,661284106.0,ns,1
argon2id,hash,m409600_t2_p1,,,644449171.0,ns,1
argon2id,hash,m409600_t2_p1,,,612322273.0,ns,1
argon2id,hash,m409600_t2_p1,,,758549455.0,ns,1
argon2id,hash,m409600_t2_p1,,,726537836.0,ns,1
argon2id,hash,m409600_t2_p1,,,695141959.0,ns,1
