group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m557056_t2_p16,,,520917812.0,ns,1
argon2id,hash,m557056_t2_p16,,,520664209.0,ns,1
argon2id,hash,m557056_t2_p16,,,519642104.0,ns,1
argon2id,hash,m557056_t2_p16,,,521042483.0,ns,1
argon2id,hash,m557056_t2_p16,,,519015574.0,ns,1
argon2id,hash,m557056_t2_p16,,,520221449.0,ns,1
argon2id,hash,m557056_t2_p16,,,523945881.0,ns,1
argon2id,hash,m557056_t2_p16,,,523229870.0,ns,1
argon2id,hash,m557056_t2_p16,,,523949573.0,ns,1
argon2id,hash,m557056_t2_p16,,,523463128.0,ns,1
