group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m376832_t2_p4,,,671419169.0,ns,2
argon2id,verify,m376832_t2_p4,,,677460580.0,ns,2
argon2id,verify,m376832_t2_p4,,,672923844.0,ns,2
argon2id,verify,m376832_t2_p4,,,671389664.0,ns,2
argon2id,verify,m376832_t2_p4,,,676233169.0,ns,2
argon2id,verify,m376832_t2_p4,,,680924645.0,ns,2
argon2id,verify,m376832_t2_p4,,,678586952.0,ns,2
argon2id,verify,m376832_t2_p4,,,676891893.0,ns,2
argon2id,verify,m376832_t2_p4,,,680101597.0,ns,2
argon2id,verify,m376832_t2_p4,,,676984314.0,ns,2
