group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m507904_t2_p8,,,961535320.0,ns,2
argon2id,verify,m507904_t2_p8,,,965052923.0,ns,2
argon2id,verify,m507904_t2_p8,,,959242466.0,ns,2
argon2id,verify,m507904_t2_p8,,,956969711.0,ns,2
argon2id,verify,m507904_t2_p8,,,962425151.0,ns,2
argon2id,verify,m507904_t2_p8,,,959706248.0,ns,2
argon2id,verify,m507904_t2_p8,,,958406369.0,ns,2
argon2id,verify,m507904_t2_p8,,,961037578.0,ns,2
argon2id,verify,m507904_t2_p8,,,964728447.0,ns,2
argon2id,verify,m507904_t2_p8,,,962803844.0,ns,2
