group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m573440_t1_p2,,,637597092.0,ns,2
argon2id,verify,m573440_t1_p2,,,640450041.0,ns,2
argon2id,verify,m573440_t1_p2,,,648720607.0,ns,2
argon2id,verify,m573440_t1_p2,,,646503960.0,ns,2
argon2id,verify,m573440_t1_p2,,,642015365.0,ns,2
argon2id,verify,m573440_t1_p2,,,633366149.0,ns,2
argon2id,verify,m573440_t1_p2,,,642422266.0,ns,2
argon2id,verify,m573440_t1_p2,,,645052894.0,ns,2
argon2id,verify,m573440_t1_p2,,,649980294.0,ns,2
argon2id,verify,m573440_t1_p2,,,653006660.0,ns,2
