group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m1015808_t2_p8,,,961026044.0,ns,1
argon2id,verify,m1015808_t2_p8,,,961308443.0,ns,1
argon2id,verify,m1015808_t2_p8,,,962188126.0,ns,1
argon2id,verify,m1015808_t2_p8,,,960300281.0,ns,1
argon2id,verify,m1015808_t2_p8,,,957770611.0,ns,1
argon2id,verify,m1015808_t2_p8,,,964079989.0,ns,1
argon2id,verify,m1015808_t2_p8,,,958721215.0,ns,1
argon2id,verify,m1015808_t2_p8,,,962286791.0,ns,1
argon2id,verify,m1015808_t2_p8,,,959439254.0,ns,1
argon2id,verify,m1015808_t2_p8,,,961309346.0,ns,1
