group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m1015808_t1_p16,,,529108981.0,ns,1
argon2id,verify,m1015808_t1_p16,,,531442975.0,ns,1
argon2id,verify,m1015808_t1_p16,,,531057570.0,ns,1
argon2id,verify,m1015808_t1_p16,,,530510923.0,ns,1
argon2id,verify,m1015808_t1_p16,,,528921750.0,ns,1
argon2id,verify,m1015808_t1_p16,,,532565441.0,ns,1
argon2id,verify,m1015808_t1_p16,,,529579254.0,ns,1
argon2id,verify,m1015808_t1_p16,,,531514618.0,ns,1
argon2id,verify,m1015808_t1_p16,,,530696201.0,ns,1
argon2id,verify,m1015808_t1_p16,,,528594645.0,ns,1
