group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m950272_t1_p8,,,499666578.0,ns,1
argon2id,hash,m950272_t1_p8,,,501017044.0,ns,1
argon2id,hash,m950272_t1_p8,,,506372642.0,ns,1
argon2id,hash,m950272_t1_p8,,,500871370.0,ns,1
argon2id,hash,m950272_t1_p8,,,501245784.0,ns,1
argon2id,hash,m950272_t1_p8,,,501587554.0,ns,1
argon2id,hash,m950272_t1_p8,,,503125462.0,ns,1
argon2id,hash,m950272_t1_p8,,,497920138.0,ns,1
argon2id,hash,m950272_t1_p8,,,496042210.0,ns,1
argon2id,hash,m950272_t1_p8,,,494258150.0,ns,1
