group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m49152_t2_p1,,,111639768.0,ns,3
argon2id,verify,m49152_t2_p1,,,222754061.0,ns,6
argon2id,verify,m49152_t2_p1,,,333142644.0,ns,9
argon2id,verify,m49152_t2_p1,,,445086162.0,ns,12
argon2id,verify,m49152_t2_p1,,,556366468.0,ns,15
argon2id,verify,m49152_t2_p1,,,667879799.0,ns,18
argon2id,verify,m49152_t2_p1,,,780371226.0,ns,21
argon2id,verify,m49152_t2_p1,,,890817478.0,ns,24
argon2id,verify,m49152_t2_p1,,,1002230575.0,ns,27
argon2id,verify,m49152_t2_p1,,,1116069649.0,ns,30
