group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m458752_t2_p2,,,845378574.0,ns,1
argon2id,verify,m458752_t2_p2,,,839442753.0,ns,1
argon2id,verify,m458752_t2_p2,,,829615025.0,ns,1
argon2id,verify,m458752_t2_p2,,,815937651.0,ns,1
argon2id,verify,m458752_t2_p2,,,811222611.0,ns,1
argon2id,verify,m458752_t2_p2,,,814418882.0,ns,1
argon2id,verify,m458752_t2_p2,,,840034206.0,ns,1
argon2id,verify,m458752_t2_p2,,,852802454.0,ns,1
argon2id,verify,m458752_t2_p2,,,861800655.0,ns,1
argon2id,verify,m458752_t2_p2,,,844650633.0,ns,1
