group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m393216_t2_p1,,,1420763465.0,ns,1
argon2id,verify,m393216_t2_p1,,,1314908896.0,ns,1
argon2id,verify,m393216_t2_p1,,,1247913701.0,ns,1
argon2id,verify,m393216_t2_p1,,,1172015665.0,ns,1
argon2id,verify,m393216_t2_p1,,,1192947146.0,ns,1
argon2id,verify,m393216_t2_p1,,,1172399613.0,ns,1
argon2id,verify,m393216_t2_p1,,,1115973938.0,ns,1
argon2id,verify,m393216_t2_p1,,,1118056171.0,ns,1
argon2id,verify,m393216_t2_p1,,,1173777733.0,ns,1
argon2id,verify,m393216_t2_p1,,,1161814327.0,ns,1
