group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m458752_t1_p8,,,694337511.0,ns,2
argon2id,verify,m458752_t1_p8,,,608887487.0,ns,2
argon2id,verify,m458752_t1_p8,,,559114330.0,ns,2
argon2id,verify,m458752_t1_p8,,,548473617.0,ns,2
argon2id,verify,m458752_t1_p8,,,548083736.0,ns,2
argon2id,verify,m458752_t1_p8,,,562298288.0,ns,2
argon2id,verify,m458752_t1_p8,,,580029030.0,ns,2
argon2id,verify,m458752_t1_p8,,,551676130.0,ns,2
argon2id,verify,m458752_t1_p8,,,506461531.0,ns,2
argon2id,verify,m458752_t1_p8,,,509964214.0,ns,2
