group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m851968_t2_p16,,,798757369.0,ns,1
argon2id,verify,m851968_t2_p16,,,799554727.0,ns,1
argon2id,verify,m851968_t2_p16,,,802869162.0,ns,1
argon2id,verify,m851968_t2_p16,,,800325353.0,ns,1
argon2id,verify,m851968_t2_p16,,,799417071.0,ns,1
argon2id,verify,m851968_t2_p16,,,801976111.0,ns,1
argon2id,verify,m851968_t2_p16,,,798898341.0,ns,1
argon2id,verify,m851968_t2_p16,,,801326715.0,ns,1
argon2id,verify,m851968_t2_p16,,,799606210.0,ns,1
argon2id,verify,m851968_t2_p16,,,800983655.0,ns,1
