group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m753664_t3_p16,,,1016388632.0,ns,1
argon2id,hash,m753664_t3_p16,,,1014685330.0,ns,1
argon2id,hash,m753664_t3_p16,,,1017061945.0,ns,1
argon2id,hash,m753664_t3_p16,,,1040385809.0,ns,1
argon2id,hash,m753664_t3_p16,,,1008144554.0,ns,1
argon2id,hash,m753664_t3_p16,,,1032385825.0,ns,1
argon2id,hash,m753664_t3_p16,,,1017809203.0,ns,1
argon2id,hash,m753664_t3_p16,,,1015923819.0,ns,1
argon2id,hash,m753664_t3_p16,,,1016458993.0,ns,1
argon2id,hash,m753664_t3_p16,,,1016863912.0,ns,1
