group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m835584_t1_p16,,,884756466.0,ns,2
argon2id,hash,m835584_t1_p16,,,883985085.0,ns,2
argon2id,hash,m835584_t1_p16,,,883781357.0,ns,2
argon2id,hash,m835584_t1_p16,,,886496348.0,ns,2
argon2id,hash,m835584_t1_p16,,,885980275.0,ns,2
argon2id,hash,m835584_t1_p16,,,875174338.0,ns,2
argon2id,hash,m835584_t1_p16,,,874907653.0,ns,2
argon2id,hash,m835584_t1_p16,,,873778202.0,ns,2
argon2id,hash,m835584_t1_p16,,,878377422.0,ns,2
argon2id,hash,m835584_t1_p16,,,879261422.0,ns,2
