group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m311296_t2_p16,,,554505417.0,ns,2
argon2id,verify,m311296_t2_p16,,,554581529.0,ns,2
argon2id,verify,m311296_t2_p16,,,554052026.0,ns,2
argon2id,verify,m311296_t2_p16,,,554356438.0,ns,2
argon2id,verify,m311296_t2_p16,,,554916631.0,ns,2
argon2id,verify,m311296_t2_p16,,,555638117.0,ns,2
argon2id,verify,m311296_t2_p16,,,554035104.0,ns,2
argon2id,verify,m311296_t2_p16,,,555289203.0,ns,2
argon2id,verify,m311296_t2_p16,,,554898949.0,ns,2
argon2id,verify,m311296_t2_p16,,,553111250.0,ns,2
