group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m851968_t3_p8,,,1155670655.0,ns,1
argon2id,hash,m851968_t3_p8,,,1157118241.0,ns,1
argon2id,hash,m851968_t3_p8,,,1155430268.0,ns,1
argon2id,hash,m851968_t3_p8,,,1158623379.0,ns,1
argon2id,hash,m851968_t3_p8,,,1154706885.0,ns,1
argon2id,hash,m851968_t3_p8,,,1157441957.0,ns,1
argon2id,hash,m851968_t3_p8,,,1156004393.0,ns,1
argon2id,hash,m851968_t3_p8,,,1155797506.0,ns,1
argon2id,hash,m851968_t3_p8,,,1160724268.0,ns,1
argon2id,hash,m851968_t3_p8,,,1156464441.0,ns,1
