group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m638976_t3_p4,,,871969349.0,ns,1
argon2id,verify,m638976_t3_p4,,,868442498.0,ns,1
argon2id,verify,m638976_t3_p4,,,869783718.0,ns,1
argon2id,verify,m638976_t3_p4,,,874945341.0,ns,1
argon2id,verify,m638976_t3_p4,,,885280003.0,ns,1
argon2id,verify,m638976_t3_p4,,,873832968.0,ns,1
argon2id,verify,m638976_t3_p4,,,869950120.0,ns,1
argon2id,verify,m638976_t3_p4,,,879995593.0,ns,1
argon2id,verify,m638976_t3_p4,,,867743612.0,ns,1
argon2id,verify,m638976_t3_p4,,,862492104.0,ns,1
