group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m835584_t2_p16,,,777253812.0,ns,1
argon2id,hash,m835584_t2_p16,,,776976724.0,ns,1
argon2id,hash,m835584_t2_p16,,,785375225.0,ns,1
argon2id,hash,m835584_t2_p16,,,784195226.0,ns,1
argon2id,hash,m835584_t2_p16,,,784153421.0,ns,1
argon2id,hash,m835584_t2_p16,,,784155588.0,ns,1
argon2id,hash,m835584_t2_p16,,,780284226.0,ns,1
argon2id,hash,m835584_t2_p16,,,799981670.0,ns,1
argon2id,hash,m835584_t2_p16,,,782710768.0,ns,1
argon2id,hash,m835584_t2_p16,,,782456494.0,ns,1
