group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m868352_t2_p2,,,838154373.0,ns,1
argon2id,verify,m868352_t2_p2,,,838372773.0,ns,1
argon2id,verify,m868352_t2_p2,,,836212302.0,ns,1
argon2id,verify,m868352_t2_p2,,,836852714.0,ns,1
argon2id,verify,m868352_t2_p2,,,845411427.0,ns,1
argon2id,verify,m868352_t2_p2,,,841644973.0,ns,1
argon2id,verify,m868352_t2_p2,,,845287757.0,ns,1
argon2id,verify,m868352_t2_p2,,,838527027.0,ns,1
argon2id,verify,m868352_t2_p2,,,844814821.0,ns,1
argon2id,verify,m868352_t2_p2,,,843160279.0,ns,1
