group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m573440_t2_p4,,,552968872.0,ns,1
argon2id,hash,m573440_t2_p4,,,551450922.0,ns,1
argon2id,hash,m573440_t2_p4,,,547793294.0,ns,1
argon2id,hash,m573440_t2_p4,,,546194590.0,ns,1
argon2id,hash,m573440_t2_p4,,,550943641.0,ns,1
argon2id,hash,m573440_t2_p4,,,553882290.0,ns,1
argon2id,hash,m573440_t2_p4,,,552293201.0,ns,1
argon2id,hash,m573440_t2_p4,,,550630370.0,ns,1
argon2id,hash,m573440_t2_p4,,,552534503.0,ns,1
argon2id,hash,m573440_t2_p4,,,550853179.0,ns,1
