group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m163840_t1_p8,,,159517580.0,ns,2
argon2id,hash,m163840_t1_p8,,,317361120.0,ns,4
argon2id,hash,m163840_t1_p8,,,477422250.0,ns,6
argon2id,hash,m163840_t1_p8,,,635991100.0,ns,8
argon2id,hash,m163840_t1_p8,,,795460399.0,ns,10
argon2id,hash,m163840_t1_p8,,,955282481.0,ns,12
argon2id,hash,m163840_t1_p8,,,1117681097.0,ns,14
argon2id,hash,m163840_t1_p8,,,1274842326.0,ns,16
argon2id,hash,m163840_t1_p8,,,1436121911.0,ns,18
argon2id,hash,m163840_t1_p8,,,1601991268.0,ns,20
