group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m491520_t2_p8,,,898173061.0,ns,1
argon2id,verify,m491520_t2_p8,,,917314961.0,ns,1
argon2id,verify,m491520_t2_p8,,,923157138.0,ns,1
argon2id,verify,m491520_t2_p8,,,905886801.0,ns,1
argon2id,verify,m491520_t2_p8,,,904909979.0,ns,1
argon2id,verify,m491520_t2_p8,,,909930030.0,ns,1
argon2id,verify,m491520_t2_p8,,,929367057.0,ns,1
argon2id,verify,m491520_t2_p8,,,936135290.0,ns,1
argon2id,verify,m491520_t2_p8,,,913197035.0,ns,1
argon2id,verify,m491520_t2_p8,,,921032743.0,ns,1
