group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m999424_t3_p1,,,1415138281.0,ns,1
argon2id,hash,m999424_t3_p1,,,1417738303.0,ns,1
argon2id,hash,m999424_t3_p1,,,1412193280.0,ns,1
argon2id,hash,m999424_t3_p1,,,1413436544.0,ns,1
argon2id,hash,m999424_t3_p1,,,1406371417.0,ns,1
argon2id,hash,m999424_t3_p1,,,1409106072.0,ns,1
argon2id,hash,m999424_t3_p1,,,1414415012.0,ns,1
argon2id,hash,m999424_t3_p1,,,1417965860.0,ns,1
argon2id,hash,m999424_t3_p1,,,1414096242.0,ns,1
argon2id,hash,m999424_t3_p1,,,1406480190.0,ns,1
