group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m622592_t3_p2,,,867106568.0,ns,1
argon2id,verify,m622592_t3_p2,,,880393914.0,ns,1
argon2id,verify,m622592_t3_p2,,,865099464.0,ns,1
argon2id,verify,m622592_t3_p2,,,882394119.0,ns,1
argon2id,verify,m622592_t3_p2,,,868592279.0,ns,1
argon2id,verify,m622592_t3_p2,,,879312610.0,ns,1
argon2id,verify,m622592_t3_p2,,,877767599.0,ns,1
argon2id,verify,m622592_t3_p2,,,883669824.0,ns,1
argon2id,verify,m622592_t3_p2,,,864410566.0,ns,1
argon2id,verify,m622592_t3_p2,,,882510246.0,ns,1
