group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m65536_t2_p2,,,105187547.0,ns,2
argon2id,verify,m65536_t2_p2,,,211400169.0,ns,4
argon2id,verify,m65536_t2_p2,,,316166015.0,ns,6
argon2id,verify,m65536_t2_p2,,,421698541.0,ns,8
argon2id,verify,m65536_t2_p2,,,525632047.0,ns,10
argon2id,verify,m65536_t2_p2,,,628251799.0,ns,12
argon2id,verify,m65536_t2_p2,,,729547769.0,ns,14
argon2id,verify,m65536_t2_p2,,,838892194.0,ns,16
argon2id,verify,m65536_t2_p2,,,941416568.0,ns,18
argon2id,verify,m65536_t2_p2,,,1051620325.0,ns,20
