group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m442368_t2_p1,,,810758729.0,ns,1
argon2id,hash,m442368_t2_p1,,,819864949.0,ns,1
argon2id,hash,m442368_t2_p1,,,809457119.0,ns,1
argon2id,hash,m442368_t2_p1,,,798146607.0,ns,1
argon2id,hash,m442368_t2_p1,,,799775785.0,ns,1
argon2id,hash,m442368_t2_p1,,,815109961.0,ns,1
argon2id,hash,m442368_t2_p1,,,813610639.0,ns,1
argon2id,hash,m442368_t2_p1,,,818486410.0,ns,1
argon2id,hash,m442368_t2_p1,,,813084975.0,ns,1
argon2id,hash,m442368_t2_p1,,,817578189.0,ns,1
