group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m475136_t2_p16,,,940221778.0,ns,1
argon2id,verify,m475136_t2_p16,,,917379751.0,ns,1
argon2id,verify,m475136_t2_p16,,,865022806.0,ns,1
argon2id,verify,m475136_t2_p16,,,778085122.0,ns,1
argon2id,verify,m475136_t2_p16,,,651670733.0,ns,1
argon2id,verify,m475136_t2_p16,,,548024611.0,ns,1
argon2id,verify,m475136_t2_p16,,,532649748.0,ns,1
argon2id,verify,m475136_t2_p16,,,514322974.0,ns,1
argon2id,verify,m475136_t2_p16,,,515257698.0,ns,1
argon2id,verify,m475136_t2_p16,,,498449005.0,ns,1
