group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m753664_t3_p8,,,1015986666.0,ns,1
argon2id,verify,m753664_t3_p8,,,1018566571.0,ns,1
argon2id,verify,m753664_t3_p8,,,1027555010.0,ns,1
argon2id,verify,m753664_t3_p8,,,1018004883.0,ns,1
argon2id,verify,m753664_t3_p8,,,1017647330.0,ns,1
argon2id,verify,m753664_t3_p8,,,1018535308.0,ns,1
argon2id,verify,m753664_t3_p8,,,1018112291.0,ns,1
argon2id,verify,m753664_t3_p8,,,1016396375.0,ns,1
argon2id,verify,m753664_t3_p8,,,1019228967.0,ns,1
argon2id,verify,m753664_t3_p8,,,1018797454.0,ns,1
