group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m606208_t1_p1,,,687104624.0,ns,2
argon2id,verify,m606208_t1_p1,,,692277626.0,ns,2
argon2id,verify,m606208_t1_p1,,,695764793.0,ns,2
argon2id,verify,m606208_t1_p1,,,690264352.0,ns,2
argon2id,verify,m606208_t1_p1,,,691427191.0,ns,2
argon2id,verify,m606208_t1_p1,,,693600107.0,ns,2
argon2id,verify,m606208_t1_p1,,,692661393.0,ns,2
argon2id,verify,m606208_t1_p1,,,691188909.0,ns,2
argon2id,verify,m606208_t1_p1,,,688175350.0,ns,2
argon2id,verify,m606208_t1_p1,,,691006357.0,ns,2
