group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m884736_t2_p4,,,845167414.0,ns,1
argon2id,hash,m884736_t2_p4,,,841423844.0,ns,1
argon2id,hash,m884736_t2_p4,,,840855956.0,ns,1
argon2id,hash,m884736_t2_p4,,,843250189.0,ns,1
argon2id,hash,m884736_t2_p4,,,843880959.0,ns,1
argon2id,hash,m884736_t2_p4,,,843260044.0,ns,1
argon2id,hash,m884736_t2_p4,,,844514189.0,ns,1
argon2id,hash,m884736_t2_p4,,,850500615.0,ns,1
argon2id,hash,m884736_t2_p4,,,837617028.0,ns,1
argon2id,hash,m884736_t2_p4,,,836573110.0,ns,1
