group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m622592_t3_p16,,,840381847.0,ns,1
argon2id,hash,m622592_t3_p16,,,838423508.0,ns,1
argon2id,hash,m622592_t3_p16,,,838811967.0,ns,1
argon2id,hash,m622592_t3_p16,,,840598752.0,ns,1
argon2id,hash,m622592_t3_p16,,,838564007.0,ns,1
argon2id,hash,m622592_t3_p16,,,837606663.0,ns,1
argon2id,hash,m622592_t3_p16,,,837610519.0,ns,1
argon2id,hash,m622592_t3_p16,,,837745521.0,ns,1
argon2id,hash,m622592_t3_p16,,,836958307.0,ns,1
argon2id,hash,m622592_t3_p16,,,838705477.0,ns,1
