group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m393216_t3_p1,,,1398870928.0,ns,1
argon2id,verify,m393216_t3_p1,,,1352784443.0,ns,1
argon2id,verify,m393216_t3_p1,,,1017919000.0,ns,1
argon2id,verify,m393216_t3_p1,,,1202503339.0,ns,1
argon2id,verify,m393216_t3_p1,,,1248792631.0,ns,1
argon2id,verify,m393216_t3_p1,,,1222736815.0,ns,1
argon2id,verify,m393216_t3_p1,,,1091092175.0,ns,1
argon2id,verify,m393216_t3_p1,,,1254712884.0,ns,1
argon2id,verify,m393216_t3_p1,,,1237046253.0,ns,1
argon2id,verify,m393216_t3_p1,,,1304021935.0,ns,1
