group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m983040_t2_p2,,,941978108.0,ns,1
argon2id,hash,m983040_t2_p2,,,949910264.0,ns,1
argon2id,hash,m983040_t2_p2,,,943707885.0,ns,1
argon2id,hash,m983040_t2_p2,,,979686152.0,ns,1
argon2id,hash,m983040_t2_p2,,,943126644.0,ns,1
argon2id,hash,m983040_t2_p2,,,957398737.0,ns,1
argon2id,hash,m983040_t2_p2,,,943955841.0,ns,1
argon2id,hash,m983040_t2_p2,,,941245070.0,ns,1
argon2id,hash,m983040_t2_p2,,,945032091.0,ns,1
argon2id,hash,m983040_t2_p2,,,942010187.0,ns,1
