group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m622592_t3_p4,,,840067606.0,ns,1
argon2id,hash,m622592_t3_p4,,,847709149.0,ns,1
argon2id,hash,m622592_t3_p4,,,847422306.0,ns,1
argon2id,hash,m622592_t3_p4,,,852277851.0,ns,1
argon2id,hash,m622592_t3_p4,,,839205295.0,ns,1
argon2id,hash,m622592_t3_p4,,,837098545.0,ns,1
argon2id,hash,m622592_t3_p4,,,845821375.0,ns,1
argon2id,hash,m622592_t3_p4,,,846006982.0,ns,1
argon2id,hash,m622592_t3_p4,,,842323412.0,ns,1
argon2id,hash,m622592_t3_p4,,,845632754.0,ns,1
