group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m540672_t2_p16,,,508019760.0,ns,1
argon2id,hash,m540672_t2_p16,,,505075572.0,ns,1
argon2id,hash,m540672_t2_p16,,,510209199.0,ns,1
argon2id,hash,m540672_t2_p16,,,508553531.0,ns,1
argon2id,hash,m540672_t2_p16,,,508824580.0,ns,1
argon2id,hash,m540672_t2_p16,,,509483778.0,ns,1
argon2id,hash,m540672_t2_p16,,,508656745.0,ns,1
argon2id,hash,m540672_t2_p16,,,507408692.0,ns,1
argon2id,hash,m540672_t2_p16,,,507625970.0,ns,1
argon2id,hash,m540672_t2_p16,,,507600563.0,ns,1
