group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m245760_t1_p1,,,122548686.0,ns,1
argon2id,hash,m245760_t1_p1,,,245438435.0,ns,2
argon2id,hash,m245760_t1_p1,,,369849903.0,ns,3
argon2id,hash,m245760_t1_p1,,,490805634.0,ns,4
argon2id,hash,m245760_t1_p1,,,614036604.0,ns,5
argon2id,hash,m245760_t1_p1,,,738544326.0,ns,6
argon2id,hash,m245760_t1_p1,,,862033127.0,ns,7
argon2id,hash,m245760_t1_p1,,,985619370.0,ns,8
argon2id,hash,m245760_t1_p1,,,1110194483.0,ns,9
argon2id,hash,m245760_t1_p1,,,1238433889.0,ns,10
