group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m262144_t1_p8,,,129394300.0,ns,1
argon2id,verify,m262144_t1_p8,,,257629869.0,ns,2
argon2id,verify,m262144_t1_p8,,,386286991.0,ns,3
argon2id,verify,m262144_t1_p8,,,518029742.0,ns,4
argon2id,verify,m262144_t1_p8,,,649399540.0,ns,5
argon2id,verify,m262144_t1_p8,,,780654119.0,ns,6
argon2id,verify,m262144_t1_p8,,,908813210.0,ns,7
argon2id,verify,m262144_t1_p8,,,1041925025.0,ns,8
argon2id,verify,m262144_t1_p8,,,1172391467.0,ns,9
argon2id,verify,m262144_t1_p8,,,1294619147.0,ns,10
