group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m475136_t2_p16,,,775446791.0,ns,1
argon2id,hash,m475136_t2_p16,,,762963784.0,ns,1
argon2id,hash,m475136_t2_p16,,,796835461.0,ns,1
argon2id,hash,m475136_t2_p16,,,785885553.0,ns,1
argon2id,hash,m475136_t2_p16,,,748301030.0,ns,1
argon2id,hash,m475136_t2_p16,,,802212054.0,ns,1
argon2id,hash,m475136_t2_p16,,,790557704.0,ns,1
argon2id,hash,m475136_t2_p16,,,755311257.0,ns,1
argon2id,hash,m475136_t2_p16,,,781968165.0,ns,1
argon2id,hash,m475136_t2_p16,,,764307855.0,ns,1
