group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m753664_t2_p16,,,712318454.0,ns,1
argon2id,verify,m753664_t2_p16,,,709624541.0,ns,1
argon2id,verify,m753664_t2_p16,,,714853947.0,ns,1
argon2id,verify,m753664_t2_p16,,,711050408.0,ns,1
argon2id,verify,m753664_t2_p16,,,712942863.0,ns,1
argon2id,verify,m753664_t2_p16,,,709960028.0,ns,1
argon2id,verify,m753664_t2_p16,,,710855819.0,ns,1
argon2id,verify,m753664_t2_p16,,,716483966.0,ns,1
argon2id,verify,m753664_t2_p16,,,713523813.0,ns,1
argon2id,verify,m753664_t2_p16,,,711692910.0,ns,1
