group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m409600_t1_p2,,,702003714.0,ns,2
argon2id,hash,m409600_t1_p2,,,700808370.0,ns,2
argon2id,hash,m409600_t1_p2,,,684543028.0,ns,2
argon2id,hash,m409600_t1_p2,,,567734979.0,ns,2
argon2id,hash,m409600_t1_p2,,,590459836.0,ns,2
argon2id,hash,m409600_t1_p2,,,639968450.0,ns,2
argon2id,hash,m409600_t1_p2,,,574437961.0,ns,2
argon2id,hash,m409600_t1_p2,,,589367032.0,ns,2
argon2id,hash,m409600_t1_p2,,,578048579.0,ns,2
argon2id,hash,m409600_t1_p2,,,623325437.0,ns,2
