group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m655360_t1_p4,,,720853626.0,ns,2
argon2id,verify,m655360_t1_p4,,,721703998.0,ns,2
argon2id,verify,m655360_t1_p4,,,723456947.0,ns,2
argon2id,verify,m655360_t1_p4,,,722593711.0,ns,2
argon2id,verify,m655360_t1_p4,,,725619676.0,ns,2
argon2id,verify,m655360_t1_p4,,,717984433.0,ns,2
argon2id,verify,m655360_t1_p4,,,712320999.0,ns,2
argon2id,verify,m655360_t1_p4,,,714242954.0,ns,2
argon2id,verify,m655360_t1_p4,,,720868851.0,ns,2
argon2id,verify,m655360_t1_p4,,,720704797.0,ns,2
