group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m475136_t1_p2,,,542089804.0,ns,1
argon2id,verify,m475136_t1_p2,,,554580261.0,ns,1
argon2id,verify,m475136_t1_p2,,,548679560.0,ns,1
argon2id,verify,m475136_t1_p2,,,542515444.0,ns,1
argon2id,verify,m475136_t1_p2,,,552770226.0,ns,1
argon2id,verify,m475136_t1_p2,,,528773200.0,ns,1
argon2id,verify,m475136_t1_p2,,,543320427.0,ns,1
argon2id,verify,m475136_t1_p2,,,550580910.0,ns,1
argon2id,verify,m475136_t1_p2,,,554812820.0,ns,1
argon2id,verify,m475136_t1_p2,,,538475067.0,ns,1
