group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m327680_t2_p8,,,583098908.0,ns,2
argon2id,hash,m327680_t2_p8,,,582426945.0,ns,2
argon2id,hash,m327680_t2_p8,,,584737579.0,ns,2
argon2id,hash,m327680_t2_p8,,,581645226.0,ns,2
argon2id,hash,m327680_t2_p8,,,585086797.0,ns,2
argon2id,hash,m327680_t2_p8,,,580757166.0,ns,2
argon2id,hash,m327680_t2_p8,,,584533877.0,ns,2
argon2id,hash,m327680_t2_p8,,,582857205.0,ns,2
argon2id,hash,m327680_t2_p8,,,583553284.0,ns,2
argon2id,hash,m327680_t2_p8,,,583687036.0,ns,2
