group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m753664_t2_p1,,,742550317.0,ns,1
argon2id,hash,m753664_t2_p1,,,748224360.0,ns,1
argon2id,hash,m753664_t2_p1,,,744667154.0,ns,1
argon2id,hash,m753664_t2_p1,,,746443862.0,ns,1
argon2id,hash,m753664_t2_p1,,,744199322.0,ns,1
argon2id,hash,m753664_t2_p1,,,744597479.0,ns,1
argon2id,hash,m753664_t2_p1,,,745904644.0,ns,1
argon2id,hash,m753664_t2_p1,,,748747777.0,ns,1
argon2id,hash,m753664_t2_p1,,,743763027.0,ns,1
argon2id,hash,m753664_t2_p1,,,749618380.0,ns,1
