group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m573440_t1_p1,,,651207119.0,ns,2
argon2id,verify,m573440_t1_p1,,,651843811.0,ns,2
argon2id,verify,m573440_t1_p1,,,650478987.0,ns,2
argon2id,verify,m573440_t1_p1,,,651201262.0,ns,2
argon2id,verify,m573440_t1_p1,,,653354648.0,ns,2
argon2id,verify,m573440_t1_p1,,,652427404.0,ns,2
argon2id,verify,m573440_t1_p1,,,644713168.0,ns,2
argon2id,verify,m573440_t1_p1,,,640705518.0,ns,2
argon2id,verify,m573440_t1_p1,,,644302674.0,ns,2
argon2id,verify,m573440_t1_p1,,,653695131.0,ns,2
