group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m540672_t1_p1,,,607656820.0,ns,2
argon2id,verify,m540672_t1_p1,,,615763379.0,ns,2
argon2id,verify,m540672_t1_p1,,,615690692.0,ns,2
argon2id,verify,m540672_t1_p1,,,608758037.0,ns,2
argon2id,verify,m540672_t1_p1,,,603083695.0,ns,2
argon2id,verify,m540672_t1_p1,,,600673309.0,ns,2
argon2id,verify,m540672_t1_p1,,,606091582.0,ns,2
argon2id,verify,m540672_t1_p1,,,614412803.0,ns,2
argon2id,verify,m540672_t1_p1,,,615064536.0,ns,2
argon2id,verify,m540672_t1_p1,,,614605795.0,ns,2
