group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m737280_t2_p16,,,695889010.0,ns,1
argon2id,verify,m737280_t2_p16,,,695295160.0,ns,1
argon2id,verify,m737280_t2_p16,,,695619758.0,ns,1
argon2id,verify,m737280_t2_p16,,,692918978.0,ns,1
argon2id,verify,m737280_t2_p16,,,694589288.0,ns,1
argon2id,verify,m737280_t2_p16,,,723163065.0,ns,1
argon2id,verify,m737280_t2_p16,,,688442555.0,ns,1
argon2id,verify,m737280_t2_p16,,,687600309.0,ns,1
argon2id,verify,m737280_t2_p16,,,696831496.0,ns,1
argon2id,verify,m737280_t2_p16,,,696837675.0,ns,1
