group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m376832_t3_p4,,,977108684.0,ns,2
argon2id,verify,m376832_t3_p4,,,977703038.0,ns,2
argon2id,verify,m376832_t3_p4,,,974140969.0,ns,2
argon2id,verify,m376832_t3_p4,,,974490399.0,ns,2
argon2id,verify,m376832_t3_p4,,,982662820.0,ns,2
argon2id,verify,m376832_t3_p4,,,971532081.0,ns,2
argon2id,verify,m376832_t3_p4,,,975988251.0,ns,2
argon2id,verify,m376832_t3_p4,,,980456901.0,ns,2
argon2id,verify,m376832_t3_p4,,,980002214.0,ns,2
argon2id,verify,m376832_t3_p4,,,975850915.0,ns,2
