group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m114688_t3_p16,,,138675316.0,ns,1
argon2id,hash,m114688_t3_p16,,,277738779.0,ns,2
argon2id,hash,m114688_t3_p16,,,415916201.0,ns,3
argon2id,hash,m114688_t3_p16,,,555077127.0,ns,4
argon2id,hash,m114688_t3_p16,,,690659371.0,ns,5
argon2id,hash,m114688_t3_p16,,,831108072.0,ns,6
argon2id,hash,m114688_t3_p16,,,970750683.0,ns,7
argon2id,hash,m114688_t3_p16,,,1122539849.0,ns,8
argon2id,hash,m114688_t3_p16,,,1244794522.0,ns,9
argon2id,hash,m114688_t3_p16,,,1387828674.0,ns,10
