group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m786432_t3_p1,,,1112566397.0,ns,1
argon2id,verify,m786432_t3_p1,,,1115136757.0,ns,1
argon2id,verify,m786432_t3_p1,,,1115751461.0,ns,1
argon2id,verify,m786432_t3_p1,,,1111982681.0,ns,1
argon2id,verify,m786432_t3_p1,,,1110591156.0,ns,1
argon2id,verify,m786432_t3_p1,,,1107729741.0,ns,1
argon2id,verify,m786432_t3_p1,,,1111294296.0,ns,1
argon2id,verify,m786432_t3_p1,,,1148814418.0,ns,1
argon2id,verify,m786432_t3_p1,,,1098191481.0,ns,1
argon2id,verify,m786432_t3_p1,,,1101108251.0,ns,1
