group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m753664_t1_p2,,,844045695.0,ns,2
argon2id,verify,m753664_t1_p2,,,852581738.0,ns,2
argon2id,verify,m753664_t1_p2,,,842887274.0,ns,2
argon2id,verify,m753664_t1_p2,,,841618647.0,ns,2
argon2id,verify,m753664_t1_p2,,,849239401.0,ns,2
argon2id,verify,m753664_t1_p2,,,849013023.0,ns,2
argon2id,verify,m753664_t1_p2,,,842214221.0,ns,2
argon2id,verify,m753664_t1_p2,,,847558525.0,ns,2
argon2id,verify,m753664_t1_p2,,,847582327.0,ns,2
argon2id,verify,m753664_t1_p2,,,851435941.0,ns,2
