group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m163840_t3_p16,,,609164636.0,ns,3
argon2id,hash,m163840_t3_p16,,,609281145.0,ns,3
argon2id,hash,m163840_t3_p16,,,609292737.0,ns,3
argon2id,hash,m163840_t3_p16,,,610377863.0,ns,3
argon2id,hash,m163840_t3_p16,,,609484216.0,ns,3
argon2id,hash,m163840_t3_p16,,,605533545.0,ns,3
argon2id,hash,m163840_t3_p16,,,604884507.0,ns,3
argon2id,hash,m163840_t3_p16,,,604396772.0,ns,3
argon2id,hash,m163840_t3_p16,,,608703170.0,ns,3
argon2id,hash,m163840_t3_p16,,,609457887.0,ns,3
