group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m868352_t3_p16,,,1162540671.0,ns,1
argon2id,verify,m868352_t3_p16,,,1160063081.0,ns,1
argon2id,verify,m868352_t3_p16,,,1162532798.0,ns,1
argon2id,verify,m868352_t3_p16,,,1161912836.0,ns,1
argon2id,verify,m868352_t3_p16,,,1165553631.0,ns,1
argon2id,verify,m868352_t3_p16,,,1161669677.0,ns,1
argon2id,verify,m868352_t3_p16,,,1163815381.0,ns,1
argon2id,verify,m868352_t3_p16,,,1161422121.0,ns,1
argon2id,verify,m868352_t3_p16,,,1164536115.0,ns,1
argon2id,verify,m868352_t3_p16,,,1162974965.0,ns,1
