group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m557056_t2_p1,,,549625050.0,ns,1
argon2id,hash,m557056_t2_p1,,,548884600.0,ns,1
argon2id,hash,m557056_t2_p1,,,548113661.0,ns,1
argon2id,hash,m557056_t2_p1,,,547660593.0,ns,1
argon2id,hash,m557056_t2_p1,,,540693758.0,ns,1
argon2id,hash,m557056_t2_p1,,,540249822.0,ns,1
argon2id,hash,m557056_t2_p1,,,537027077.0,ns,1
argon2id,hash,m557056_t2_p1,,,541260000.0,ns,1
argon2id,hash,m557056_t2_p1,,,546303743.0,ns,1
argon2id,hash,m557056_t2_p1,,,544814060.0,ns,1
