group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m212992_t2_p1,,,559569618.0,ns,3
argon2id,verify,m212992_t2_p1,,,558742639.0,ns,3
argon2id,verify,m212992_t2_p1,,,550504192.0,ns,3
argon2id,verify,m212992_t2_p1,,,551478421.0,ns,3
argon2id,verify,m212992_t2_p1,,,550015004.0,ns,3
argon2id,verify,m212992_t2_p1,,,550079349.0,ns,3
argon2id,verify,m212992_t2_p1,,,552974381.0,ns,3
argon2id,verify,m212992_t2_p1,,,551959291.0,ns,3
argon2id,verify,m212992_t2_p1,,,553699842.0,ns,3
argon2id,verify,m212992_t2_p1,,,551778456.0,ns,3
