group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m999424_t1_p2,,,548191061.0,ns,1
argon2id,hash,m999424_t1_p2,,,546615342.0,ns,1
argon2id,hash,m999424_t1_p2,,,545504807.0,ns,1
argon2id,hash,m999424_t1_p2,,,542019081.0,ns,1
argon2id,hash,m999424_t1_p2,,,549202160.0,ns,1
argon2id,hash,m999424_t1_p2,,,547471069.0,ns,1
argon2id,hash,m999424_t1_p2,,,545459592.0,ns,1
argon2id,hash,m999424_t1_p2,,,545470893.0,ns,1
argon2id,hash,m999424_t1_p2,,,542655526.0,ns,1
argon2id,hash,m999424_t1_p2,,,541375752.0,ns,1
