group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m327680_t2_p1,,,590851941.0,ns,2
argon2id,hash,m327680_t2_p1,,,592174467.0,ns,2
argon2id,hash,m327680_t2_p1,,,594571735.0,ns,2
argon2id,hash,m327680_t2_p1,,,599315564.0,ns,2
argon2id,hash,m327680_t2_p1,,,587135895.0,ns,2
argon2id,hash,m327680_t2_p1,,,589298811.0,ns,2
argon2id,hash,m327680_t2_p1,,,595023505.0,ns,2
argon2id,hash,m327680_t2_p1,,,596856912.0,ns,2
argon2id,hash,m327680_t2_p1,,,597511042.0,ns,2
argon2id,hash,m327680_t2_p1,,,591109558.0,ns,2
