group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m589824_t1_p8,,,641306706.0,ns,2
argon2id,verify,m589824_t1_p8,,,642637011.0,ns,2
argon2id,verify,m589824_t1_p8,,,639473477.0,ns,2
argon2id,verify,m589824_t1_p8,,,639142135.0,ns,2
argon2id,verify,m589824_t1_p8,,,644130506.0,ns,2
argon2id,verify,m589824_t1_p8,,,639783145.0,ns,2
argon2id,verify,m589824_t1_p8,,,643786615.0,ns,2
argon2id,verify,m589824_t1_p8,,,642131769.0,ns,2
argon2id,verify,m589824_t1_p8,,,639785982.0,ns,2
argon2id,verify,m589824_t1_p8,,,640372843.0,ns,2
