group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m425984_t2_p4,,,787260810.0,ns,2
argon2id,hash,m425984_t2_p4,,,789041702.0,ns,2
argon2id,hash,m425984_t2_p4,,,788580971.0,ns,2
argon2id,hash,m425984_t2_p4,,,791868008.0,ns,2
argon2id,hash,m425984_t2_p4,,,793269620.0,ns,2
argon2id,hash,m425984_t2_p4,,,792307095.0,ns,2
argon2id,hash,m425984_t2_p4,,,799218953.0,ns,2
argon2id,hash,m425984_t2_p4,,,791911239.0,ns,2
argon2id,hash,m425984_t2_p4,,,794242143.0,ns,2
argon2id,hash,m425984_t2_p4,,,797117609.0,ns,2
