group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m901120_t2_p2,,,870409541.0,ns,1
argon2id,verify,m901120_t2_p2,,,871482854.0,ns,1
argon2id,verify,m901120_t2_p2,,,867488027.0,ns,1
argon2id,verify,m901120_t2_p2,,,866585113.0,ns,1
argon2id,verify,m901120_t2_p2,,,865071922.0,ns,1
argon2id,verify,m901120_t2_p2,,,870595688.0,ns,1
argon2id,verify,m901120_t2_p2,,,869305035.0,ns,1
argon2id,verify,m901120_t2_p2,,,893984701.0,ns,1
argon2id,verify,m901120_t2_p2,,,866727429.0,ns,1
argon2id,verify,m901120_t2_p2,,,877770123.0,ns,1
