group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m344064_t1_p1,,,177557680.0,ns,1
argon2id,hash,m344064_t1_p1,,,354187384.0,ns,2
argon2id,hash,m344064_t1_p1,,,535699860.0,ns,3
argon2id,hash,m344064_t1_p1,,,708660766.0,ns,4
argon2id,hash,m344064_t1_p1,,,887584033.0,ns,5
argon2id,hash,m344064_t1_p1,,,1064682750.0,ns,6
argon2id,hash,m344064_t1_p1,,,1248211177.0,ns,7
argon2id,hash,m344064_t1_p1,,,1425709224.0,ns,8
argon2id,hash,m344064_t1_p1,,,1605565579.0,ns,9
argon2id,hash,m344064_t1_p1,,,1780008893.0,ns,10
